Lemma_ID,Lemma,POS,Lemma_Type,Lemma_InflClass,Lemma_Degree,Lemma_Person,Lemma_Gender,Lemma_Voice,Lemma_Tense,Lemma_Aspect,Lemma_Animacy,Lemma_Abbr,Lemma_NumForm,Lemma_VerbForm,Lemma_Personal,Lemma_Origin,Lemma_Poss,Lemma_Reflex,Lemma_SubCat,Variant,Form_ID,Form,Form_Accent,Form_Gender,Form_Person,Form_Cas,Form_Number,Form_Degree,Form_Tense,Form_Mood,Form_VerbForm,Form_Animacy,Form_Short
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510514,едкім,1,Neut,,,Sing,,,,,,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510515,едкім,1,Neut,,,Sing,,,,,,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510526,едкім,1,,,,Plur,,,,,,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510529,едкімі,1,,,,Plur,,,,,,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510525,едкіх,1,,,,Plur,,,,,,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510528,едкіх,1,,,,Plur,,,,,True,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510530,едкіх,1,,,,Plur,,,,,,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510524,едкія,1,,,,Plur,,,,,,
19259,едкі,ADJ,,,Pos,,,,,,,,,,,,,,,1,510527,едкія,1,,,,Plur,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510616,еднага,1,Masc,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510619,еднага,1,Masc,,,Sing,,,,,True,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510623,еднага,1,Neut,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510622,еднае,1,Neut,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510625,еднае,1,Neut,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510630,еднае,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510629,еднай,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510631,еднай,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510633,еднай,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510635,еднай,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510617,еднаму,1,Masc,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510624,еднаму,1,Neut,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510634,еднаю,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510628,едная,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510632,едную,1,Fem,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510615,едны,1,Masc,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510618,едны,1,Masc,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510620,едным,1,Masc,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510621,едным,1,Masc,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510626,едным,1,Neut,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510627,едным,1,Neut,,,Sing,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510638,едным,1,,,,Plur,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510641,еднымі,1,,,,Plur,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510637,едных,1,,,,Plur,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510640,едных,1,,,,Plur,,,,,True,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510642,едных,1,,,,Plur,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510636,едныя,1,,,,Plur,,,,,,
19263,едны,ADJ,,,Pos,,,,,,,,,,,,,,,1,510639,едныя,1,,,,Plur,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511120,елкаватага,6,Masc,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511123,елкаватага,6,Masc,,,Sing,,,,,True,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511127,елкаватага,6,Neut,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511126,елкаватае,6,Neut,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511129,елкаватае,6,Neut,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511134,елкаватае,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511133,елкаватай,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511135,елкаватай,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511137,елкаватай,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511139,елкаватай,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511121,елкаватаму,6,Masc,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511128,елкаватаму,6,Neut,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511138,елкаватаю,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511132,елкаватая,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511136,елкаватую,6,Fem,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511119,елкаваты,6,Masc,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511122,елкаваты,6,Masc,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511124,елкаватым,6,Masc,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511125,елкаватым,6,Masc,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511130,елкаватым,6,Neut,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511131,елкаватым,6,Neut,,,Sing,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511142,елкаватым,6,,,,Plur,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511145,елкаватымі,6,,,,Plur,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511141,елкаватых,6,,,,Plur,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511144,елкаватых,6,,,,Plur,,,,,True,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511146,елкаватых,6,,,,Plur,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511140,елкаватыя,6,,,,Plur,,,,,,
19281,елкаваты,ADJ,,,Pos,,,,,,,,,,,,,,,1,511143,елкаватыя,6,,,,Plur,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511927,еўнухападобнага,10,Masc,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511930,еўнухападобнага,10,Masc,,,Sing,,,,,True,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511934,еўнухападобнага,10,Neut,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511933,еўнухападобнае,10,Neut,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511936,еўнухападобнае,10,Neut,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511941,еўнухападобнае,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511940,еўнухападобнай,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511942,еўнухападобнай,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511944,еўнухападобнай,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511946,еўнухападобнай,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511928,еўнухападобнаму,10,Masc,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511935,еўнухападобнаму,10,Neut,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511945,еўнухападобнаю,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511939,еўнухападобная,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511943,еўнухападобную,10,Fem,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511926,еўнухападобны,10,Masc,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511929,еўнухападобны,10,Masc,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511931,еўнухападобным,10,Masc,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511932,еўнухападобным,10,Masc,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511937,еўнухападобным,10,Neut,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511938,еўнухападобным,10,Neut,,,Sing,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511949,еўнухападобным,10,,,,Plur,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511952,еўнухападобнымі,10,,,,Plur,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511948,еўнухападобных,10,,,,Plur,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511951,еўнухападобных,10,,,,Plur,,,,,True,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511953,еўнухападобных,10,,,,Plur,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511947,еўнухападобныя,10,,,,Plur,,,,,,
19309,еўнухападобны,ADJ,,,Pos,,,,,,,,,,,,,,,1,511950,еўнухападобныя,10,,,,Plur,,,,,,
